obj_label,relation,relation_name,sub_label,uuid
chemistry,P101,specializes-in,Dimitri Mendeleyev,7d571cc2-02a6-4ca3-ac59-88006b200d1d
physics,P101,specializes-in,Dimitri Mendeleyev,a6c4fbcb-f889-4cb3-8bdd-e9c02f4fb605
medicine,P101,specializes-in,Franciscus Sylvius,fcf97fc6-2d6e-46d0-a05e-048521f5e4a3
anatomy,P101,specializes-in,Franciscus Sylvius,fd486abf-4f43-4ab9-b2e1-3561a85af169
astronomy,P101,specializes-in,Friedrich Bessel,5ddc8585-e39e-4002-a52e-850823f677bb
mathematics,P101,specializes-in,Friedrich Bessel,a77cf941-27e8-41e9-b9f9-33bdf2c1ba5e
anatomy,P101,specializes-in,Galen,7aa085f3-bc0a-4668-843f-46c65365387a
medicine,P101,specializes-in,Galen,6f84a342-d3f3-4c31-b65f-2859782f6c4f
astronomy,P101,specializes-in,Galileo Galilei,c07d3d0e-1ade-4a3c-a6d4-21fdc3060f2d
philosophy,P101,specializes-in,Galileo Galilei,79e89a88-c6f6-40fb-adc4-e083735838b1
mathematics,P101,specializes-in,Galileo Galilei,110f05e1-2ccc-451b-8d77-fcad83f84cf7
physics,P101,specializes-in,Galileo Galilei,a2a19892-8625-4b80-8fe9-8b4d7314814a
physics,P101,specializes-in,Hermann von Helmholtz,e6aae01a-5cc5-4530-8c6b-2a05edea6a03
physiology,P101,specializes-in,Hermann von Helmholtz,81f22fd2-6743-4f6c-a5e8-157c783e9bdf
psychology,P101,specializes-in,Hermann von Helmholtz,1b3e1c88-8b80-49d5-b937-029d9d947c5c
mathematics,P101,specializes-in,Isaac Barrow,32b60e9d-4094-4fa6-a68d-c21a8841650c
theology,P101,specializes-in,Isaac Barrow,57722aff-a9a2-43ec-bdeb-75d258903b59
mathematics,P101,specializes-in,Isaac Newton,a7d90645-9b70-450a-9b02-d3182c7382ae
physics,P101,specializes-in,Isaac Newton,48fba4f0-e527-4418-aab8-c0d7da883745
astronomy,P101,specializes-in,Isaac Newton,4770898f-6011-4ed6-9260-e15dca6e7468
anthropology,P101,specializes-in,James George Frazer,6bdeb245-b814-4816-bd63-da8a6bff8510
folklore,P101,specializes-in,James George Frazer,eee4645b-ea2d-41cc-8129-dafc390f6937
medicine,P101,specializes-in,Johann Georg Gmelin,4bc5eecf-577a-4bb3-ad73-b010944075df
chemistry,P101,specializes-in,Johann Georg Gmelin,2e64a901-817d-44e9-b63d-d06895c99def
chemistry,P101,specializes-in,John Dalton,2bb0fe87-948f-4288-b2e6-0a727a2ec328
physics,P101,specializes-in,John Dalton,bf3ecaea-0a6a-4993-908a-67aad5ce1dbf
sociology,P101,specializes-in,Karl Marx,5a90a76e-cd1c-46d6-b6c1-8e25f2a465e5
economics,P101,specializes-in,Karl Marx,deec2b0f-f229-4880-bbcc-3119a8e4aa82
philosophy,P101,specializes-in,Karl Marx,653ff36c-0354-446d-842b-d47f372d4b2b
astronomy,P101,specializes-in,Leonhard Euler,0908b223-706b-4629-bed4-fc256ec27c65
physics,P101,specializes-in,Leonhard Euler,69ce0f44-2f54-4c18-a7ee-7d46e147a3c3
economics,P101,specializes-in,Max Weber,d6c292ef-07a2-4711-b71b-c306fe82b6cc
history,P101,specializes-in,Max Weber,83d23024-bc40-4409-bcd8-279b9614469a
sociology,P101,specializes-in,Max Weber,29fb052d-7ef6-4658-9172-cf7e508d2212
chemistry,P101,specializes-in,Michael Faraday,2a7b190a-b405-40ed-9ab1-1f681bce1734
physics,P101,specializes-in,Michael Faraday,a16f9400-9228-4e5c-ae34-d789cbb96706
astronomy,P101,specializes-in,Nicolaus Copernicus,591394e1-7e67-46a6-a808-00f4a000f1ef
mathematics,P101,specializes-in,Nicolaus Copernicus,4d8302e9-8acf-41ab-bf44-2bf809910a7e
anthropology,P101,specializes-in,Paul Broca,53088472-4720-431b-86d8-d679af22f0ea
anatomy,P101,specializes-in,Paul Broca,18a4bfa6-f98f-47fb-beb8-3c1f4179cd7c
physiology,P101,specializes-in,Petrus Camper,0c8e9522-a223-433c-803b-13dfba4471da
anatomy,P101,specializes-in,Petrus Camper,7e1bc63f-e323-4068-9842-3e9344fa42d5
asteroid,P101,specializes-in,Spacewatch,dac8f031-cd4c-4919-b439-59fcb2b82222
comet,P101,specializes-in,Spacewatch,872e26ff-4c64-49f3-a745-5201d334001b
English,P364,original-language,The Lunchbox,039be0e5-8d53-46c8-91a9-2d5dda5547a6
Hindi,P364,original-language,The Lunchbox,345bf4d9-5b6e-468f-81a4-757896b963da
Swedish,P364,original-language,The Magic Flute,64849417-c460-417d-9a7a-b856305ebe92
German,P364,original-language,The Magic Flute,7a1012a2-74f2-4830-aa58-97764ec126da
Hindi,P364,original-language,Vishwaroopam,f75cea36-f01b-4278-8aeb-c0f2c2fb7dba
Tamil,P364,original-language,Vishwaroopam,58432157-0e65-4bb0-b954-3f0efd6f51e6
Serbia,P1376,capital-of,Belgrade,35c3fb1f-b17d-4a1c-92a9-e003eb62c849
Yugoslavia,P1376,capital-of,Belgrade,8de6b005-416e-4ee2-a819-0b4f50f66f00
Judah,P1376,capital-of,Jerusalem,b916b6f7-2656-402e-8bab-b8e028d51e88
Israel,P1376,capital-of,Jerusalem,ea28be56-a778-401a-926a-a46f8f090122
Afghanistan,P1376,capital-of,Kabul,d157e30d-58f9-4bb9-a4e2-5fd32bf6c0b8
Kabul,P1376,capital-of,Kabul,46f718d1-352d-4b17-b1f4-fe46b0b7bfe9
England,P1376,capital-of,London,ceb88081-ddd3-4dc5-8a76-e0609c2d7ddb
England,P1376,capital-of,London,3c892062-83e0-4eb8-a885-b00e2d034ad6
Sony,P178,developed-by,Clang,c26eb48f-4525-4e93-a48e-e04ecb674925
Apple,P178,developed-by,Clang,61558b7c-4e24-42c8-b5f5-1184b2f70da5
Microsoft,P178,developed-by,Clang,6789e6ca-cbcb-405d-9f1e-36c6c676ca97
Intel,P178,developed-by,Clang,96ac82f8-0d70-4b1f-8755-4584d62eb9dd
Sega,P178,developed-by,Golden Axe,7d6cf048-a273-4cad-ba37-2e263bd9805a
Sega,P178,developed-by,Golden Axe,75cc5fa4-9a01-4c83-827a-f5747b906c45
IBM,P178,developed-by,High Performance File System,8eac3f61-4e88-4d71-87ad-30016fd8e444
Microsoft,P178,developed-by,High Performance File System,d4d30a71-985a-48aa-a4c2-2f0f16ba2deb
Google,P178,developed-by,Schema.org,3657b1a8-d0a7-4875-bf2d-59f20b5c163a
Yahoo,P178,developed-by,Schema.org,a343bf4d-e830-4231-b31a-eec881d8580d
Intel,P178,developed-by,Tizen,da091a30-8779-495c-a2b6-5ce4b4d72b29
Samsung,P178,developed-by,Tizen,0726536b-baf5-47d8-80c3-8d29676e3e83
Chinese,P37,official-language,ASEAN,6b17dea3-bbda-40d7-8256-d61c9965e48b
Indonesian,P37,official-language,ASEAN,e627de6f-9fb0-45c9-b617-eb1c05a467d5
Thai,P37,official-language,ASEAN,4aa4b992-be10-42f9-8e59-3bec0f4c7b72
Filipino,P37,official-language,ASEAN,efcfe33d-b05b-488b-8146-46d2fac14657
Spanish,P37,official-language,Aragon,3e438531-994e-49e5-a032-86b801e56099
Catalan,P37,official-language,Aragon,cef1c14c-1d01-424a-87c8-1ae322934c7b
Russian,P37,official-language,Autonomous Republic of Crimea,ed7a63d4-fa4e-41a7-9949-2fb505945c63
Ukrainian,P37,official-language,Autonomous Republic of Crimea,9025d8e7-5db2-43b1-bb8d-86ce60cb6d90
Dutch,P37,official-language,Belgium,6b81ab0b-170e-4f41-93ea-4364906d29ef
German,P37,official-language,Belgium,917d1a30-152b-45c1-959d-13203beede0a
French,P37,official-language,Belgium,60528b49-abef-4e56-a05b-7ca487980bc3
Dutch,P37,official-language,Benelux,4fd4bfed-3d4e-445a-97a0-baa4d366fb4a
French,P37,official-language,Benelux,16f13954-324b-4c9e-b650-e4124ccc5516
French,P37,official-language,Biel/Bienne,bc6a5822-0628-4313-8932-7ecf9a7b5fb2
German,P37,official-language,Biel/Bienne,d82631b7-54f8-4239-bae2-6e49597afb71
Serbian,P37,official-language,Bosnia and Herzegovina,ca1f8012-b345-4b43-8b99-b7b9acd81df7
Croatian,P37,official-language,Bosnia and Herzegovina,f874c189-4f1c-4296-a467-c5fb3f3d1b40
Dutch,P37,official-language,Brussels-Capital Region,ea9bba55-748e-4a81-b22f-665ba56c9499
French,P37,official-language,Brussels-Capital Region,6ba9c8a2-f4b8-4cb8-a2b0-895d8410c2c1
French,P37,official-language,Burundi,797f7c3e-a30e-48c1-b5f3-9f5a98a07c98
English,P37,official-language,Burundi,2134ebad-8a2a-4ce5-addf-0f1100c1970c
Polish,P37,official-language,Byelorussian Soviet Socialist Republic,3a1c326c-af88-4212-919f-e5d1e3fa5d0a
Russian,P37,official-language,Byelorussian Soviet Socialist Republic,6278d6f5-0014-4f48-9565-3734d180b129
English,P37,official-language,Cameroon,aa9ba3fe-7868-44ae-96d6-6229cf7cca67
French,P37,official-language,Cameroon,3ad25567-8925-4fc8-b7be-e7bdef6ff742
French,P37,official-language,Canada,f0cf85c2-9886-4ac2-8111-eb37734356ad
English,P37,official-language,Canada,d1f5c483-cc39-48e4-b847-9de986acc02b
German,P37,official-language,Canton of Fribourg,e171eb44-da16-4157-817b-06e8edbc6d25
French,P37,official-language,Canton of Fribourg,ebd391df-d8f0-43e7-ae45-556f4f8a7e15
English,P37,official-language,Caribbean Netherlands,32a4fb95-fdea-4ef5-ac53-72e7685dd963
Dutch,P37,official-language,Caribbean Netherlands,560e86c2-172c-475d-92fe-9cb9ab89a980
Catalan,P37,official-language,Catalonia,fda0034a-c422-4fa9-98ea-f930907c58ad
Spanish,P37,official-language,Catalonia,041abc44-2894-4b3c-bb2b-a68bc5913753
English,P37,official-language,Cebu,2a18c56d-f05e-46a3-83f0-34fd0865000e
Filipino,P37,official-language,Cebu,1d7242af-1e05-46b1-a607-a0295c775226
English,P37,official-language,Central Visayas,843d7ab6-8749-417d-b9b5-fbda2e0c2609
Filipino,P37,official-language,Central Visayas,dd5b0eb8-622d-4a4d-b005-ad5819810602
Russian,P37,official-language,Congress Poland,d40f5e85-9aae-44b0-ac1b-a3756035039c
Polish,P37,official-language,Congress Poland,551787d1-904f-41b9-88bb-5fc0ba370384
English,P37,official-language,County Cork,b1c0a7e2-9db7-4b3c-81fa-b0bc58a12f55
Irish,P37,official-language,County Cork,f6450a9d-09fa-447d-be98-72ff6044b4c1
Portuguese,P37,official-language,Couto Misto,3039dfb6-9af3-493d-bb68-aa1d59a1b36f
Spanish,P37,official-language,Couto Misto,5a525ae2-eff6-4caa-8596-6001ac0cd8ab
Latin,P37,official-language,Crown of Aragón,fdeb9503-af54-4f92-b3ef-45512637ea38
Catalan,P37,official-language,Crown of Aragón,16c0041e-5e24-489a-9569-3e7f1e8b511f
Hindi,P37,official-language,Delhi,47f46f96-3a85-4038-bbe5-c049d1e68058
English,P37,official-language,Delhi,3be84d53-c2b7-4b3f-8e84-2d2588cc4028
Ukrainian,P37,official-language,Donetsk,ff7b7f89-7268-4d64-a09f-63c3f34d8c50
Russian,P37,official-language,Donetsk,d91d659c-35e2-4f95-bb32-9f869136e3c6
Russian,P37,official-language,Donetsk Oblast,6dfc27b0-3004-4c9a-860b-72f640bee768
Ukrainian,P37,official-language,Donetsk Oblast,1ebef4df-c5e1-4a0b-8a52-a9c1c1b0748a
Russian,P37,official-language,Donetsk People's Republic,8271b745-7760-4212-974b-8d5e4beb6859
Ukrainian,P37,official-language,Donetsk People's Republic,d50affaf-7cb5-4c13-8068-e3a2fb66ad46
Scots,P37,official-language,Dundee,e931dfe6-c073-4baa-b7ba-96085d0cf1ec
English,P37,official-language,Dundee,3af0943a-bb96-4e66-950e-b82ed543ee0c
Portuguese,P37,official-language,Equatorial Guinea,7cdb7b94-01f0-4b1f-9054-9adcb4aac485
French,P37,official-language,Equatorial Guinea,1d044539-8d2c-4fd1-a555-1b2e5df348f8
Spanish,P37,official-language,Equatorial Guinea,ff889831-d12d-449b-a0ca-5c765dc730af
Swedish,P37,official-language,Espoo,2403fc09-3b45-4720-820b-3b210ec23b48
Finnish,P37,official-language,Espoo,dd6e824a-700f-48a1-80ba-ce1178e0bf74
English,P37,official-language,European Space Agency,40f35c91-964b-4ba7-bee6-01f681421d4c
French,P37,official-language,European Space Agency,52d0913b-e4d6-453b-b129-a2d5204cef4c
Finnish,P37,official-language,European Union,c191627b-e235-465e-b848-d72062f31252
Dutch,P37,official-language,European Union,b779222c-8bfa-47ff-b144-74bb3c41c787
Spanish,P37,official-language,European Union,68646ca1-fc10-4958-a165-9328f17b8205
Czech,P37,official-language,European Union,b1a9a74f-932f-4b56-8be4-c48a727c78f6
Hungarian,P37,official-language,European Union,630bca96-8a06-4077-a0ac-9400ab619832
Portuguese,P37,official-language,European Union,7da08246-02f0-4da5-8ae0-7e2fc5f28206
Romanian,P37,official-language,European Union,1ce353c2-599b-49f3-bec6-f591da92d58f
Italian,P37,official-language,European Union,5e858d6b-368b-4f0f-9ffe-f51e36457c3c
Swedish,P37,official-language,European Union,ca4b4b51-ec3b-4de6-9d1c-57757b67b860
French,P37,official-language,European Union,04bb64c7-7838-4e7a-a504-342e2e8f121e
German,P37,official-language,European Union,78aed2bd-b82a-412c-a9de-17893ed0cb31
Bulgarian,P37,official-language,European Union,c6d3b7ff-ba14-4ce2-a84c-d199856a77c2
Greek,P37,official-language,European Union,ef08650c-9d6b-47ed-81ea-586db89e5423
Irish,P37,official-language,European Union,6ac9a04b-0434-4d54-b21e-7fa562e983e1
English,P37,official-language,European Union,bae5b750-1a6f-4995-bbcd-ae47dbcfea67
Danish,P37,official-language,European Union,18170f17-a78e-4e37-aa9a-701bcff21364
Polish,P37,official-language,European Union,c20bdd04-3d66-4912-bdc0-56cf359d38f4
Finnish,P37,official-language,Finland,5b37ddf5-0079-4b49-90a0-29ba1b2df642
Swedish,P37,official-language,Finland,2594f8ee-6f99-4ed6-94c1-8047fdc686ca
Spanish,P37,official-language,Formentera,e5b07540-f631-49a5-a78e-81104adabda3
Catalan,P37,official-language,Formentera,1a5ca55b-bdca-4189-8509-8dfe4cd574e1
French,P37,official-language,Guernsey,a3ea342e-deb1-4f54-84e9-51e33537ec8c
English,P37,official-language,Guernsey,cbb8e582-9f48-4fec-b8b0-168cab33584b
Finnish,P37,official-language,Hanko,e8dd4525-69ee-47f9-9d32-86ecdc41238e
Swedish,P37,official-language,Hanko,18c109ab-f2f9-4965-82fc-f0afc52e6d56
Swedish,P37,official-language,Haparanda Municipality,0e8a42bb-b589-4405-b416-63a991e600b3
Finnish,P37,official-language,Haparanda Municipality,4b2e6502-9df7-41ab-8220-3e25b74764c1
Hawaiian,P37,official-language,Hawaii,c2720faf-68a5-4008-9b71-6e430bdf5b72
English,P37,official-language,Hawaii,11644062-e822-4641-a708-330467d9af6e
Finnish,P37,official-language,Helsinki,726442e0-794f-4559-bd35-08a7d7ffe12a
Swedish,P37,official-language,Helsinki,ab0d9b92-cdbc-4819-ac91-01742bcf96a2
Spanish,P37,official-language,Ibiza,b11f8419-8bd8-4f7e-93bd-b3fa7084a195
Catalan,P37,official-language,Ibiza,1b927bef-b871-4c86-b71a-2d9b6e62785d
Hindi,P37,official-language,India,2505936d-04ec-498e-8e44-2d3a15256c47
English,P37,official-language,India,037c1713-6c67-4445-9c21-b39c8c26e3a6
English,P37,official-language,International Association of Athletics Federations,e08024f3-e446-489e-bb99-a62949dcbc5e
French,P37,official-language,International Association of Athletics Federations,3aec437a-ec9d-4ede-abe1-e78ee8673268
English,P37,official-language,International Olympic Committee,6c49db41-0c54-4576-acf8-4db7cd9581e5
French,P37,official-language,International Olympic Committee,a3b33e89-7ea1-47f3-8bce-4a8873d04862
French,P37,official-language,International Organization for Standardization,8d6c9fb2-2260-4b10-8c05-3a75b96a9ffc
Russian,P37,official-language,International Organization for Standardization,95474709-ff79-4922-a582-7cdb4e2ba264
English,P37,official-language,International Organization for Standardization,4563a119-e0bd-46ad-b761-baa4fda9bc3e
English,P37,official-language,Ireland,96b126ec-d7ac-4de0-bfa8-792b6f54a158
Irish,P37,official-language,Ireland,efd873bf-ecc1-414c-81e2-538018cb8d91
Finnish,P37,official-language,Jakobstad,8e254328-ae67-4d92-80bc-4e863d7cd47c
Swedish,P37,official-language,Jakobstad,5f341707-5717-4701-8362-d45994e018e0
English,P37,official-language,Jamshedpur,e87b011e-6dad-4434-814f-c63e75e879a7
Hindi,P37,official-language,Jamshedpur,3d887ffc-bd4b-4963-836f-2ba954e37318
English,P37,official-language,Jersey,f7922bd5-66e6-46ea-ae84-8739a1c08d9f
French,P37,official-language,Jersey,5dbb56e9-945c-47f0-89c3-a357174d6c35
Swedish,P37,official-language,Kalix Municipality,0b45bec8-3fd8-41f2-af1e-7f69fecaef6c
Finnish,P37,official-language,Kalix Municipality,c134596f-6909-4c06-b937-70f8661a92d4
Swedish,P37,official-language,Kaskinen,40c98b27-e9f4-4f46-a659-5c0103f05c59
Finnish,P37,official-language,Kaskinen,79fe626d-69b6-4d34-b071-b4db1ed01f33
Swedish,P37,official-language,Kauniainen,a712d6b9-8a29-415c-8be6-cfe67abba3c9
Finnish,P37,official-language,Kauniainen,77957928-0933-4c32-9f24-b0df63abd7ab
Italian,P37,official-language,Kingdom of Jerusalem,af861329-24f3-49b1-9ca5-a1c6ddb55fb9
Latin,P37,official-language,Kingdom of Jerusalem,f90b92cb-a0de-40c1-bedb-1e720b33fbc3
Greek,P37,official-language,Kingdom of Jerusalem,9e58d27c-9ddb-42a2-97b5-8f7d42c8fcae
Greek,P37,official-language,Kingdom of Sicily,4c328f81-c666-4ec5-935f-b676ae76392e
Latin,P37,official-language,Kingdom of Sicily,371d168c-361c-46db-a6c5-f2bbef543669
Finnish,P37,official-language,Kirkkonummi,c789c8eb-246b-4545-b14a-6c0c721b47fd
Swedish,P37,official-language,Kirkkonummi,127aab64-141c-44e6-8b80-8cf850b2e5d3
Swedish,P37,official-language,Kiruna Municipality,d266c7cd-bf27-4b69-a5c3-24fea9aed81e
Finnish,P37,official-language,Kiruna Municipality,58815c7b-1bb2-4084-89a5-baec7b0d3959
Finnish,P37,official-language,Kokkola,1c7ec7bf-15a1-4804-93df-1f1cc620245a
Swedish,P37,official-language,Kokkola,4ea60aac-4ccb-4fec-841f-378b24823ea2
Finnish,P37,official-language,Korsholm,dfca2ab7-d8f6-4e40-bfd5-bcf47007dc5a
Swedish,P37,official-language,Korsholm,4edeb704-f8b7-4b75-ab55-488cdf0b20c4
Finnish,P37,official-language,Kristinestad,ecfb93d7-fd6e-4cb6-9c9f-c02b2d14901b
Swedish,P37,official-language,Kristinestad,3353e10e-4285-447e-a622-cc1440bd687a
Finnish,P37,official-language,Kronoby,b0fae7d2-ec7c-4aee-a684-268606b20172
Swedish,P37,official-language,Kronoby,9469486a-0790-4cb9-a4a7-6c0835e21304
Swedish,P37,official-language,Lohja,49a76c3a-14d3-4e51-9a4a-a3ec88854eb3
Finnish,P37,official-language,Lohja,811a6608-1245-4026-8e4b-d12daa881fc8
Swedish,P37,official-language,Loviisa,80130f03-73dc-4ac2-8440-8041dddb2986
Finnish,P37,official-language,Loviisa,1270318e-d7b4-40be-86d2-8d38d769839b
English,P37,official-language,Lucknow,a8a14351-9668-4e44-87ac-48de04b2f217
Hindi,P37,official-language,Lucknow,fe7ae113-9c6e-4c6c-b951-ff9ec41767f7
Russian,P37,official-language,Luhansk Oblast,4dcc80a8-6b77-4bed-b0cf-a317ef7653ef
Ukrainian,P37,official-language,Luhansk Oblast,f1543d74-87a9-423d-943d-cd616d011d88
Russian,P37,official-language,Luhansk People's Republic,aa3f4d2b-a503-467d-8a89-c7c589a1296f
Ukrainian,P37,official-language,Luhansk People's Republic,0e4b773c-431a-4b85-96b9-561b7795224f
French,P37,official-language,Luxembourg,309a460d-f441-432d-8fb0-4a13fb64daf9
German,P37,official-language,Luxembourg,e2213b94-7373-41cb-a280-d7b4a6fdf233
Portuguese,P37,official-language,Macau,31db2955-d844-4092-ad80-081d29371704
Chinese,P37,official-language,Macau,e516610d-ef51-4842-8c8a-8dc4d2e3b165
Catalan,P37,official-language,Majorca,e80cf734-4c9f-4c72-8778-2943b9969cd2
Spanish,P37,official-language,Majorca,5b35e7a6-c8db-417f-9d6a-f54f9438d720
English,P37,official-language,Mandatory Palestine,27e38b6d-119e-444c-bd0f-f2a512a62195
Hebrew,P37,official-language,Mandatory Palestine,9ad75ab3-953f-4aa9-be37-b9c117d6248c
Russian,P37,official-language,Mari El Republic,0877f3f7-44ec-413d-a581-a0b02b0540cb
Mari,P37,official-language,Mari El Republic,232efdcd-8433-40d3-a1fe-b36623d22253
English,P37,official-language,Mauritius,b87fb382-e6a7-405e-8e84-277c5b3c67eb
French,P37,official-language,Mauritius,e2549d9f-ff0e-4153-83c2-5de297ed782a
Ukrainian,P37,official-language,Melitopol,fd6df920-176c-4d7d-95aa-6552646b6201
Russian,P37,official-language,Melitopol,81e514f9-45da-4fc2-8ad6-42c0c0fb824e
Spanish,P37,official-language,Menorca,2b71e78d-0ad5-40ac-b9d6-36289a6d0c64
Catalan,P37,official-language,Menorca,fd9f8675-c2f3-4cc1-a1b9-20c1891d109e
Serbian,P37,official-language,Montenegro,faf61a9c-5ff2-4989-a211-3c7e67417e42
Croatian,P37,official-language,Montenegro,5e8baf03-fbb5-4fde-9ff9-58df2d4e4b06
Ukrainian,P37,official-language,Mykolaiv Oblast,7c0ab273-0e1e-4330-9a24-214c42bd9ef1
Russian,P37,official-language,Mykolaiv Oblast,f7374ac0-a4fc-4855-9724-20211ba4ab22
English,P37,official-language,NATO,8e61733b-138d-4741-859f-61054ea3e2f0
French,P37,official-language,NATO,a095b7e5-811d-4f2e-a1f0-2903dceb7260
French,P37,official-language,National Film Board of Canada,0ccec3b7-4eaf-4644-891e-c5e3fcc26a1b
English,P37,official-language,National Film Board of Canada,b9a89567-de2e-406c-b170-502d8774b84e
Dutch,P37,official-language,Netherlands Antilles,9b184013-873a-4ad3-8c37-db86924be8b7
English,P37,official-language,Netherlands Antilles,c00e94e0-d6c5-4e63-8b8a-332e54109b13
French,P37,official-language,Nunavut,2174d07d-262b-4208-ac1b-86d265554a27
English,P37,official-language,Nunavut,742f4525-e968-4fda-a4ed-3fb7aeea9295
Finnish,P37,official-language,Nykarleby,f9a36358-5802-4b92-84d8-633587cf006d
Swedish,P37,official-language,Nykarleby,d79a8006-edd3-4c9b-9d9e-74111dd42852
Ukrainian,P37,official-language,Odessa Oblast,187ebbf3-0c3a-4952-97e8-58fa8a43b0d4
Russian,P37,official-language,Odessa Oblast,b29507f4-e9d3-45c0-a00a-dd937c899378
English,P37,official-language,Organisation for Economic Co-operation and Development,f26f3d3b-56b1-4bc8-aba6-3a999e24c338
French,P37,official-language,Organisation for Economic Co-operation and Development,4c7fbaf0-1af3-4310-9d8c-f2afd62a83a0
Italian,P37,official-language,Organization for Security and Co-operation in Europe,4e920158-0058-4ddb-866c-a3a907becb05
French,P37,official-language,Organization for Security and Co-operation in Europe,7cb9fec2-26c9-4a15-95e2-e135216b2b5c
Spanish,P37,official-language,Organization for Security and Co-operation in Europe,d10e1dff-f587-4912-a687-4a12fc06b507
Russian,P37,official-language,Organization for Security and Co-operation in Europe,0478f7fc-40b3-473b-88aa-7e5d53a49c5b
Swedish,P37,official-language,Pajala Municipality,0559b7c9-d91f-43e9-817d-7da5f6277936
Finnish,P37,official-language,Pajala Municipality,a0cf802f-095c-4fdc-bbd9-0555ec564c4e
English,P37,official-language,Philippines,669f6be9-463e-4453-9c57-7af0e86f2187
Filipino,P37,official-language,Philippines,73f69757-f4e0-405f-83cb-d1c22266e50b
Finnish,P37,official-language,Porvoo,e742b31f-20b4-4601-96a2-01e1425207ff
Swedish,P37,official-language,Porvoo,b6af17ca-ee53-4350-a4aa-be65714e8e71
Spanish,P37,official-language,Puerto Rico,8bc83d29-7ff1-4578-a316-c451570d556b
English,P37,official-language,Puerto Rico,99a9cad3-5970-4f32-861a-8937ce02d78a
Tibetan,P37,official-language,Qing dynasty,d302d8e1-c261-409e-a7bb-80f9c53a83d7
Chinese,P37,official-language,Qing dynasty,3e4f8469-f1ca-4a50-bf30-961d3040987c
Swedish,P37,official-language,Raseborg,7afa0fac-d96f-4260-a503-cd60696a8f2e
Finnish,P37,official-language,Raseborg,0602a77d-cbab-4941-bca5-5544c3f708b7
Italian,P37,official-language,Republic of Venice,64004a33-049d-40fe-bc97-6328a9e0f971
Latin,P37,official-language,Republic of Venice,51d84f18-ab9b-491c-b7db-b0645fa3a6e4
Latin,P37,official-language,Roman Empire,165ec805-98f9-4118-b355-38cb680b49ec
Greek,P37,official-language,Roman Empire,eb9512f3-d478-4f6b-b3e9-9c077f2d23f6
Ukrainian,P37,official-language,Russia,6d3ddd30-5802-45a3-8c47-9e12900fe052
Russian,P37,official-language,Russia,7b0ab156-7bb2-4836-a78b-a4029d774793
Mari,P37,official-language,Russia,93be1a47-2c89-40f1-9396-c6e80be601fe
Polish,P37,official-language,Russian Empire,c3909d98-0e9c-4387-ae58-aa7d4557f3cf
Swedish,P37,official-language,Russian Empire,93651c63-cddd-4706-bee6-43261ab3137c
Russian,P37,official-language,Russian Empire,d1634d7d-6443-4781-bb3c-312b9470dda4
Finnish,P37,official-language,Russian Empire,7f7ec575-6120-4ae9-af72-14df7a01ec30
English,P37,official-language,Rwanda,0f9c7b91-6db1-424e-9b01-ca2274e3c350
French,P37,official-language,Rwanda,d6d779f2-237e-4448-9b2e-24ff4b3ff901
English,P37,official-language,Saba,39c662aa-c305-4c26-9940-70c61a368efb
Dutch,P37,official-language,Saba,d5a02726-f5ee-445c-a8da-bd6301417d00
Spanish,P37,official-language,Saint Vincent and the Grenadines,8b2a1dab-9ff1-48a6-a2fa-670ac8fd47c4
English,P37,official-language,Saint Vincent and the Grenadines,d384efd8-a804-4db4-ac2b-8c3ba9273161
English,P37,official-language,Saskatchewan,f1a340f5-703a-4c49-9367-fea289a0831e
French,P37,official-language,Saskatchewan,c21be292-4c5a-4793-9751-6ceda6354ad0
French,P37,official-language,Seychelles,feb46c0b-2284-4a4d-ba3f-afb9e8367757
English,P37,official-language,Seychelles,fe3128db-b74a-4012-856f-327c1869c1f8
Russian,P37,official-language,Shanghai Cooperation Organisation,c29c75fe-5d72-4258-ae9a-391d252cfebd
Chinese,P37,official-language,Shanghai Cooperation Organisation,ff95d33a-0fa8-41eb-aa60-9356043c275f
Tamil,P37,official-language,Singapore,e47276a9-d6f9-4e60-aff1-bac718217fad
English,P37,official-language,Singapore,0205e63c-e22c-435b-af1f-2b7f73be1230
English,P37,official-language,Sint Eustatius,fa7d2926-49f9-44f0-b09d-baa31475004b
Dutch,P37,official-language,Sint Eustatius,e164353c-7569-4c73-a12a-b6aaa32c0ea3
Dutch,P37,official-language,Sint Maarten,37f41216-39fb-40fb-931b-44c52ca4f3aa
English,P37,official-language,Sint Maarten,4688bda2-7b1a-4664-a1f3-463baa64aae7
Swedish,P37,official-language,Sipoo,cf2624d0-0ed4-4d32-8e82-00593b5053d4
Finnish,P37,official-language,Sipoo,28fc60fe-7d3c-403c-ad7f-2ed08d56d097
Swedish,P37,official-language,Siuntio,95969828-333f-41a5-8aef-57ae80610ea4
Finnish,P37,official-language,Siuntio,68cd9abc-efc1-488f-b288-787f57a67ad4
Georgian,P37,official-language,South Ossetia,550bcedc-93c5-4689-be95-7ed2014e0414
Russian,P37,official-language,South Ossetia,0a397d47-f724-4f1c-a2f0-f8686190e9af
German,P37,official-language,South Tyrol,62925384-4f87-4dbc-b94e-7d78398550f3
Italian,P37,official-language,South Tyrol,65d7922a-ba7c-414a-ab1d-4e8ae2aba27b
Portuguese,P37,official-language,Southern Common Market,c31ca655-fc88-44cb-bdc6-196b4da519b1
